"Ausgangsjahr","Gemeinde_BFS_Nr","Gemeindename","Stadtkreis_BFS_Nr","Stadtkreis_Name","Gesetz_Nummer","Gesetz_Abk","Tatbestand","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2009,131,Adliswil,,,311.0,StGB,Einbruchdiebstahl,159,114,45,16052,9.9
2009,131,Adliswil,,,311.0,StGB,Einschleichdiebstahl,33,32,1,16052,2.1
2009,131,Adliswil,,,311.0,StGB,Einbrüche insgesamt,192,146,46,16052,12
2009,241,Aesch,,,311.0,StGB,Einbruchdiebstahl,10,7,3,987,10.1
2009,241,Aesch,,,311.0,StGB,Einschleichdiebstahl,2,2,0,987,2
2009,241,Aesch,,,311.0,StGB,Einbrüche insgesamt,12,9,3,987,12.2
2009,1,Aeugst,,,311.0,StGB,Einbruchdiebstahl,3,3,0,1700,1.8
2009,1,Aeugst,,,311.0,StGB,Einschleichdiebstahl,5,5,0,1700,2.9
2009,1,Aeugst,,,311.0,StGB,Einbrüche insgesamt,8,8,0,1700,4.7
2009,2,Affoltern,,,311.0,StGB,Einbruchdiebstahl,101,67,34,10630,9.5
2009,2,Affoltern,,,311.0,StGB,Einschleichdiebstahl,20,18,2,10630,1.9
2009,2,Affoltern,,,311.0,StGB,Einbrüche insgesamt,121,85,36,10630,11.4
2009,211,Altikon,,,311.0,StGB,Einbruchdiebstahl,0,0,0,615,0
2009,211,Altikon,,,311.0,StGB,Einschleichdiebstahl,1,1,0,615,1.6
2009,211,Altikon,,,311.0,StGB,Einbrüche insgesamt,1,1,0,615,1.6
2009,291,Andelfingen,,,311.0,StGB,Einbruchdiebstahl,12,10,2,2775,4.3
2009,291,Andelfingen,,,311.0,StGB,Einschleichdiebstahl,1,1,0,2775,0.4
2009,291,Andelfingen,,,311.0,StGB,Einbrüche insgesamt,13,11,2,2775,4.7
2009,51,Bachenbülach,,,311.0,StGB,Einbruchdiebstahl,27,19,8,3796,7.1
2009,51,Bachenbülach,,,311.0,StGB,Einschleichdiebstahl,10,9,1,3796,2.6
2009,51,Bachenbülach,,,311.0,StGB,Einbrüche insgesamt,37,28,9,3796,9.7
2009,81,Bachs,,,311.0,StGB,Einbruchdiebstahl,1,0,1,566,1.8
2009,81,Bachs,,,311.0,StGB,Einschleichdiebstahl,0,0,0,566,0
2009,81,Bachs,,,311.0,StGB,Einbrüche insgesamt,1,0,1,566,1.8
2009,52,Bassersdorf,,,311.0,StGB,Einbruchdiebstahl,60,43,17,10755,5.6
2009,52,Bassersdorf,,,311.0,StGB,Einschleichdiebstahl,30,30,0,10755,2.8
2009,52,Bassersdorf,,,311.0,StGB,Einbrüche insgesamt,90,73,17,10755,8.4
2009,297,Bauma,,,311.0,StGB,Einbruchdiebstahl,22,16,6,4517,4.9
2009,297,Bauma,,,311.0,StGB,Einschleichdiebstahl,7,7,0,4517,1.5
2009,297,Bauma,,,311.0,StGB,Einbrüche insgesamt,29,23,6,4517,6.4
2009,22,Benken,,,311.0,StGB,Einbruchdiebstahl,4,4,0,752,5.3
2009,22,Benken,,,311.0,StGB,Einschleichdiebstahl,0,0,0,752,0
2009,22,Benken,,,311.0,StGB,Einbrüche insgesamt,4,4,0,752,5.3
2009,23,Berg,,,311.0,StGB,Einbruchdiebstahl,0,0,0,582,0
2009,23,Berg,,,311.0,StGB,Einschleichdiebstahl,2,2,0,582,3.4
2009,23,Berg,,,311.0,StGB,Einbrüche insgesamt,2,2,0,582,3.4
2009,242,Birmensdorf,,,311.0,StGB,Einbruchdiebstahl,65,49,16,5810,11.2
2009,242,Birmensdorf,,,311.0,StGB,Einschleichdiebstahl,6,6,0,5810,1
2009,242,Birmensdorf,,,311.0,StGB,Einbrüche insgesamt,71,55,16,5810,12.2
2009,3,Bonstetten,,,311.0,StGB,Einbruchdiebstahl,20,10,10,4990,4
2009,3,Bonstetten,,,311.0,StGB,Einschleichdiebstahl,3,3,0,4990,0.6
2009,3,Bonstetten,,,311.0,StGB,Einbrüche insgesamt,23,13,10,4990,4.6
2009,82,Boppelsen,,,311.0,StGB,Einbruchdiebstahl,5,5,0,1282,3.9
2009,82,Boppelsen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1282,0
2009,82,Boppelsen,,,311.0,StGB,Einbrüche insgesamt,5,5,0,1282,3.9
2009,213,Brütten,,,311.0,StGB,Einbruchdiebstahl,5,3,2,1893,2.6
2009,213,Brütten,,,311.0,StGB,Einschleichdiebstahl,2,2,0,1893,1.1
2009,213,Brütten,,,311.0,StGB,Einbrüche insgesamt,7,5,2,1893,3.7
2009,112,Bubikon,,,311.0,StGB,Einbruchdiebstahl,24,18,6,6299,3.8
2009,112,Bubikon,,,311.0,StGB,Einschleichdiebstahl,7,7,0,6299,1.1
2009,112,Bubikon,,,311.0,StGB,Einbrüche insgesamt,31,25,6,6299,4.9
2009,24,Buch,,,311.0,StGB,Einbruchdiebstahl,2,2,0,843,2.4
2009,24,Buch,,,311.0,StGB,Einschleichdiebstahl,0,0,0,843,0
2009,24,Buch,,,311.0,StGB,Einbrüche insgesamt,2,2,0,843,2.4
2009,83,Buchs,,,311.0,StGB,Einbruchdiebstahl,24,16,8,5243,4.6
2009,83,Buchs,,,311.0,StGB,Einschleichdiebstahl,7,7,0,5243,1.3
2009,83,Buchs,,,311.0,StGB,Einbrüche insgesamt,31,23,8,5243,5.9
2009,111,Bäretswil,,,311.0,StGB,Einbruchdiebstahl,22,11,11,4471,4.9
2009,111,Bäretswil,,,311.0,StGB,Einschleichdiebstahl,9,9,0,4471,2
2009,111,Bäretswil,,,311.0,StGB,Einbrüche insgesamt,31,20,11,4471,6.9
2009,53,Bülach,,,311.0,StGB,Einbruchdiebstahl,145,100,45,16774,8.6
2009,53,Bülach,,,311.0,StGB,Einschleichdiebstahl,52,52,0,16774,3.1
2009,53,Bülach,,,311.0,StGB,Einbrüche insgesamt,197,152,45,16774,11.7
2009,25,Dachsen,,,311.0,StGB,Einbruchdiebstahl,2,2,0,1893,1.1
2009,25,Dachsen,,,311.0,StGB,Einschleichdiebstahl,3,3,0,1893,1.6
2009,25,Dachsen,,,311.0,StGB,Einbrüche insgesamt,5,5,0,1893,2.6
2009,86,Dielsdorf,,,311.0,StGB,Einbruchdiebstahl,43,28,15,5409,7.9
2009,86,Dielsdorf,,,311.0,StGB,Einschleichdiebstahl,22,22,0,5409,4.1
2009,86,Dielsdorf,,,311.0,StGB,Einbrüche insgesamt,65,50,15,5409,12
2009,243,Dietikon,,,311.0,StGB,Einbruchdiebstahl,267,182,85,22954,11.6
2009,243,Dietikon,,,311.0,StGB,Einschleichdiebstahl,56,53,3,22954,2.4
2009,243,Dietikon,,,311.0,StGB,Einbrüche insgesamt,323,235,88,22954,14.1
2009,54,Dietlikon,,,311.0,StGB,Einbruchdiebstahl,70,48,22,7030,10
2009,54,Dietlikon,,,311.0,StGB,Einschleichdiebstahl,19,19,0,7030,2.7
2009,54,Dietlikon,,,311.0,StGB,Einbrüche insgesamt,89,67,22,7030,12.7
2009,216,Dinhard,,,311.0,StGB,Einbruchdiebstahl,9,7,2,1396,6.4
2009,216,Dinhard,,,311.0,StGB,Einschleichdiebstahl,1,0,1,1396,0.7
2009,216,Dinhard,,,311.0,StGB,Einbrüche insgesamt,10,7,3,1396,7.2
2009,26,Dorf,,,311.0,StGB,Einbruchdiebstahl,1,1,0,628,1.6
2009,26,Dorf,,,311.0,StGB,Einschleichdiebstahl,0,0,0,628,0
2009,26,Dorf,,,311.0,StGB,Einbrüche insgesamt,1,1,0,628,1.6
2009,214,Dägerlen,,,311.0,StGB,Einbruchdiebstahl,2,2,0,972,2.1
2009,214,Dägerlen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,972,0
2009,214,Dägerlen,,,311.0,StGB,Einbrüche insgesamt,2,2,0,972,2.1
2009,84,Dällikon,,,311.0,StGB,Einbruchdiebstahl,40,30,10,3596,11.1
2009,84,Dällikon,,,311.0,StGB,Einschleichdiebstahl,3,3,0,3596,0.8
2009,84,Dällikon,,,311.0,StGB,Einbrüche insgesamt,43,33,10,3596,12
2009,85,Dänikon,,,311.0,StGB,Einbruchdiebstahl,6,3,3,1841,3.3
2009,85,Dänikon,,,311.0,StGB,Einschleichdiebstahl,5,5,0,1841,2.7
2009,85,Dänikon,,,311.0,StGB,Einbrüche insgesamt,11,8,3,1841,6
2009,215,Dättlikon,,,311.0,StGB,Einbruchdiebstahl,1,1,0,649,1.5
2009,215,Dättlikon,,,311.0,StGB,Einschleichdiebstahl,0,0,0,649,0
2009,215,Dättlikon,,,311.0,StGB,Einbrüche insgesamt,1,1,0,649,1.5
2009,191,Dübendorf,,,311.0,StGB,Einbruchdiebstahl,221,138,83,23852,9.3
2009,191,Dübendorf,,,311.0,StGB,Einschleichdiebstahl,64,63,1,23852,2.7
2009,191,Dübendorf,,,311.0,StGB,Einbrüche insgesamt,285,201,84,23852,11.9
2009,113,Dürnten,,,311.0,StGB,Einbruchdiebstahl,32,24,8,6421,5
2009,113,Dürnten,,,311.0,StGB,Einschleichdiebstahl,7,5,2,6421,1.1
2009,113,Dürnten,,,311.0,StGB,Einbrüche insgesamt,39,29,10,6421,6.1
2009,192,Egg,,,311.0,StGB,Einbruchdiebstahl,12,6,6,7975,1.5
2009,192,Egg,,,311.0,StGB,Einschleichdiebstahl,1,1,0,7975,0.1
2009,192,Egg,,,311.0,StGB,Einbrüche insgesamt,13,7,6,7975,1.6
2009,55,Eglisau,,,311.0,StGB,Einbruchdiebstahl,24,18,6,3684,6.5
2009,55,Eglisau,,,311.0,StGB,Einschleichdiebstahl,7,7,0,3684,1.9
2009,55,Eglisau,,,311.0,StGB,Einbrüche insgesamt,31,25,6,3684,8.4
2009,294,Elgg,,,311.0,StGB,Einbruchdiebstahl,29,16,13,4221,6.9
2009,294,Elgg,,,311.0,StGB,Einschleichdiebstahl,3,3,0,4221,0.7
2009,294,Elgg,,,311.0,StGB,Einbrüche insgesamt,32,19,13,4221,7.6
2009,218,Ellikon,,,311.0,StGB,Einbruchdiebstahl,2,2,0,837,2.4
2009,218,Ellikon,,,311.0,StGB,Einschleichdiebstahl,2,2,0,837,2.4
2009,218,Ellikon,,,311.0,StGB,Einbrüche insgesamt,4,4,0,837,4.8
2009,219,Elsau,,,311.0,StGB,Einbruchdiebstahl,21,11,10,3267,6.4
2009,219,Elsau,,,311.0,StGB,Einschleichdiebstahl,5,5,0,3267,1.5
2009,219,Elsau,,,311.0,StGB,Einbrüche insgesamt,26,16,10,3267,8
2009,56,Embrach,,,311.0,StGB,Einbruchdiebstahl,29,20,9,8686,3.3
2009,56,Embrach,,,311.0,StGB,Einschleichdiebstahl,13,12,1,8686,1.5
2009,56,Embrach,,,311.0,StGB,Einbrüche insgesamt,42,32,10,8686,4.8
2009,151,Erlenbach,,,311.0,StGB,Einbruchdiebstahl,53,38,15,5179,10.2
2009,151,Erlenbach,,,311.0,StGB,Einschleichdiebstahl,8,8,0,5179,1.5
2009,151,Erlenbach,,,311.0,StGB,Einbrüche insgesamt,61,46,15,5179,11.8
2009,172,Fehraltorf,,,311.0,StGB,Einbruchdiebstahl,46,27,19,5208,8.8
2009,172,Fehraltorf,,,311.0,StGB,Einschleichdiebstahl,10,10,0,5208,1.9
2009,172,Fehraltorf,,,311.0,StGB,Einbrüche insgesamt,56,37,19,5208,10.8
2009,27,Feuerthalen,,,311.0,StGB,Einbruchdiebstahl,16,5,11,3389,4.7
2009,27,Feuerthalen,,,311.0,StGB,Einschleichdiebstahl,3,3,0,3389,0.9
2009,27,Feuerthalen,,,311.0,StGB,Einbrüche insgesamt,19,8,11,3389,5.6
2009,114,Fischenthal,,,311.0,StGB,Einbruchdiebstahl,4,2,2,2222,1.8
2009,114,Fischenthal,,,311.0,StGB,Einschleichdiebstahl,2,2,0,2222,0.9
2009,114,Fischenthal,,,311.0,StGB,Einbrüche insgesamt,6,4,2,2222,2.7
2009,28,Flaach,,,311.0,StGB,Einbruchdiebstahl,1,0,1,1237,0.8
2009,28,Flaach,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1237,0
2009,28,Flaach,,,311.0,StGB,Einbrüche insgesamt,1,0,1,1237,0.8
2009,29,Flurlingen,,,311.0,StGB,Einbruchdiebstahl,16,9,7,1356,11.8
2009,29,Flurlingen,,,311.0,StGB,Einschleichdiebstahl,2,1,1,1356,1.5
2009,29,Flurlingen,,,311.0,StGB,Einbrüche insgesamt,18,10,8,1356,13.3
2009,57,Freienstein-Teufen,,,311.0,StGB,Einbruchdiebstahl,7,6,1,2249,3.1
2009,57,Freienstein-Teufen,,,311.0,StGB,Einschleichdiebstahl,3,3,0,2249,1.3
2009,57,Freienstein-Teufen,,,311.0,StGB,Einbrüche insgesamt,10,9,1,2249,4.4
2009,193,Fällanden,,,311.0,StGB,Einbruchdiebstahl,48,30,18,7774,6.2
2009,193,Fällanden,,,311.0,StGB,Einschleichdiebstahl,29,29,0,7774,3.7
2009,193,Fällanden,,,311.0,StGB,Einbrüche insgesamt,77,59,18,7774,9.9
2009,244,Geroldswil,,,311.0,StGB,Einbruchdiebstahl,29,20,9,4518,6.4
2009,244,Geroldswil,,,311.0,StGB,Einschleichdiebstahl,7,7,0,4518,1.5
2009,244,Geroldswil,,,311.0,StGB,Einbrüche insgesamt,36,27,9,4518,8
2009,58,Glattfelden,,,311.0,StGB,Einbruchdiebstahl,7,3,4,4122,1.7
2009,58,Glattfelden,,,311.0,StGB,Einschleichdiebstahl,1,1,0,4122,0.2
2009,58,Glattfelden,,,311.0,StGB,Einbrüche insgesamt,8,4,4,4122,1.9
2009,115,Gossau,,,311.0,StGB,Einbruchdiebstahl,26,19,7,9397,2.8
2009,115,Gossau,,,311.0,StGB,Einschleichdiebstahl,9,9,0,9397,1
2009,115,Gossau,,,311.0,StGB,Einbrüche insgesamt,35,28,7,9397,3.7
2009,194,Greifensee,,,311.0,StGB,Einbruchdiebstahl,5,3,2,4964,1
2009,194,Greifensee,,,311.0,StGB,Einschleichdiebstahl,6,6,0,4964,1.2
2009,194,Greifensee,,,311.0,StGB,Einbrüche insgesamt,11,9,2,4964,2.2
2009,116,Grüningen,,,311.0,StGB,Einbruchdiebstahl,9,8,1,2883,3.1
2009,116,Grüningen,,,311.0,StGB,Einschleichdiebstahl,4,3,1,2883,1.4
2009,116,Grüningen,,,311.0,StGB,Einbrüche insgesamt,13,11,2,2883,4.5
2009,220,Hagenbuch,,,311.0,StGB,Einbruchdiebstahl,1,1,0,1107,0.9
2009,220,Hagenbuch,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1107,0
2009,220,Hagenbuch,,,311.0,StGB,Einbrüche insgesamt,1,1,0,1107,0.9
2009,4,Hausen,,,311.0,StGB,Einbruchdiebstahl,12,10,2,3253,3.7
2009,4,Hausen,,,311.0,StGB,Einschleichdiebstahl,2,2,0,3253,0.6
2009,4,Hausen,,,311.0,StGB,Einbrüche insgesamt,14,12,2,3253,4.3
2009,5,Hedingen,,,311.0,StGB,Einbruchdiebstahl,24,14,10,3403,7.1
2009,5,Hedingen,,,311.0,StGB,Einschleichdiebstahl,5,5,0,3403,1.5
2009,5,Hedingen,,,311.0,StGB,Einbrüche insgesamt,29,19,10,3403,8.5
2009,31,Henggart,,,311.0,StGB,Einbruchdiebstahl,20,13,7,2068,9.7
2009,31,Henggart,,,311.0,StGB,Einschleichdiebstahl,2,2,0,2068,1
2009,31,Henggart,,,311.0,StGB,Einbrüche insgesamt,22,15,7,2068,10.6
2009,152,Herrliberg,,,311.0,StGB,Einbruchdiebstahl,43,22,21,5815,7.4
2009,152,Herrliberg,,,311.0,StGB,Einschleichdiebstahl,10,10,0,5815,1.7
2009,152,Herrliberg,,,311.0,StGB,Einbrüche insgesamt,53,32,21,5815,9.1
2009,221,Hettlingen,,,311.0,StGB,Einbruchdiebstahl,2,2,0,2943,0.7
2009,221,Hettlingen,,,311.0,StGB,Einschleichdiebstahl,2,2,0,2943,0.7
2009,221,Hettlingen,,,311.0,StGB,Einbrüche insgesamt,4,4,0,2943,1.4
2009,117,Hinwil,,,311.0,StGB,Einbruchdiebstahl,35,22,13,9873,3.5
2009,117,Hinwil,,,311.0,StGB,Einschleichdiebstahl,6,6,0,9873,0.6
2009,117,Hinwil,,,311.0,StGB,Einbrüche insgesamt,41,28,13,9873,4.2
2009,173,Hittnau,,,311.0,StGB,Einbruchdiebstahl,2,2,0,3374,0.6
2009,173,Hittnau,,,311.0,StGB,Einschleichdiebstahl,2,2,0,3374,0.6
2009,173,Hittnau,,,311.0,StGB,Einbrüche insgesamt,4,4,0,3374,1.2
2009,59,Hochfelden,,,311.0,StGB,Einbruchdiebstahl,3,1,2,1876,1.6
2009,59,Hochfelden,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1876,0
2009,59,Hochfelden,,,311.0,StGB,Einbrüche insgesamt,3,1,2,1876,1.6
2009,153,Hombrechtikon,,,311.0,StGB,Einbruchdiebstahl,60,40,20,7822,7.7
2009,153,Hombrechtikon,,,311.0,StGB,Einschleichdiebstahl,7,6,1,7822,0.9
2009,153,Hombrechtikon,,,311.0,StGB,Einbrüche insgesamt,67,46,21,7822,8.6
2009,295,Horgen,,,311.0,StGB,Einbruchdiebstahl,64,41,23,20467,3.1
2009,295,Horgen,,,311.0,StGB,Einschleichdiebstahl,19,17,2,20467,0.9
2009,295,Horgen,,,311.0,StGB,Einbrüche insgesamt,83,58,25,20467,4.1
2009,60,Höri,,,311.0,StGB,Einbruchdiebstahl,10,6,4,2460,4.1
2009,60,Höri,,,311.0,StGB,Einschleichdiebstahl,3,3,0,2460,1.2
2009,60,Höri,,,311.0,StGB,Einbrüche insgesamt,13,9,4,2460,5.3
2009,61,Hüntwangen,,,311.0,StGB,Einbruchdiebstahl,2,2,0,971,2.1
2009,61,Hüntwangen,,,311.0,StGB,Einschleichdiebstahl,2,2,0,971,2.1
2009,61,Hüntwangen,,,311.0,StGB,Einbrüche insgesamt,4,4,0,971,4.1
2009,87,Hüttikon,,,311.0,StGB,Einbruchdiebstahl,2,1,1,675,3
2009,87,Hüttikon,,,311.0,StGB,Einschleichdiebstahl,0,0,0,675,0
2009,87,Hüttikon,,,311.0,StGB,Einbrüche insgesamt,2,1,1,675,3
2009,296,Illnau-Effretikon,,,311.0,StGB,Einbruchdiebstahl,124,66,58,15740,7.9
2009,296,Illnau-Effretikon,,,311.0,StGB,Einschleichdiebstahl,16,15,1,15740,1
2009,296,Illnau-Effretikon,,,311.0,StGB,Einbrüche insgesamt,140,81,59,15740,8.9
2009,6,Kappel,,,311.0,StGB,Einbruchdiebstahl,3,3,0,865,3.5
2009,6,Kappel,,,311.0,StGB,Einschleichdiebstahl,1,1,0,865,1.2
2009,6,Kappel,,,311.0,StGB,Einbrüche insgesamt,4,4,0,865,4.6
2009,135,Kilchberg,,,311.0,StGB,Einbruchdiebstahl,102,63,39,7427,13.7
2009,135,Kilchberg,,,311.0,StGB,Einschleichdiebstahl,12,12,0,7427,1.6
2009,135,Kilchberg,,,311.0,StGB,Einbrüche insgesamt,114,75,39,7427,15.3
2009,33,Kleinandelfingen,,,311.0,StGB,Einbruchdiebstahl,8,5,3,2032,3.9
2009,33,Kleinandelfingen,,,311.0,StGB,Einschleichdiebstahl,3,2,1,2032,1.5
2009,33,Kleinandelfingen,,,311.0,StGB,Einbrüche insgesamt,11,7,4,2032,5.4
2009,62,Kloten,,,311.0,StGB,Einbruchdiebstahl,124,88,36,17504,7.1
2009,62,Kloten,,,311.0,StGB,Einschleichdiebstahl,46,45,1,17504,2.6
2009,62,Kloten,,,311.0,StGB,Einbrüche insgesamt,170,133,37,17504,9.7
2009,7,Knonau,,,311.0,StGB,Einbruchdiebstahl,5,3,2,1733,2.9
2009,7,Knonau,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1733,0.6
2009,7,Knonau,,,311.0,StGB,Einbrüche insgesamt,6,4,2,1733,3.5
2009,154,Küsnacht,,,311.0,StGB,Einbruchdiebstahl,135,90,45,13283,10.2
2009,154,Küsnacht,,,311.0,StGB,Einschleichdiebstahl,24,21,3,13283,1.8
2009,154,Küsnacht,,,311.0,StGB,Einbrüche insgesamt,159,111,48,13283,12
2009,136,Langnau,,,311.0,StGB,Einbruchdiebstahl,47,37,10,7148,6.6
2009,136,Langnau,,,311.0,StGB,Einschleichdiebstahl,7,7,0,7148,1
2009,136,Langnau,,,311.0,StGB,Einbrüche insgesamt,54,44,10,7148,7.6
2009,34,Laufen-Uhwiesen,,,311.0,StGB,Einbruchdiebstahl,8,5,3,1512,5.3
2009,34,Laufen-Uhwiesen,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1512,0.7
2009,34,Laufen-Uhwiesen,,,311.0,StGB,Einbrüche insgesamt,9,6,3,1512,6
2009,176,Lindau,,,311.0,StGB,Einbruchdiebstahl,26,17,9,4913,5.3
2009,176,Lindau,,,311.0,StGB,Einschleichdiebstahl,10,10,0,4913,2
2009,176,Lindau,,,311.0,StGB,Einbrüche insgesamt,36,27,9,4913,7.3
2009,63,Lufingen,,,311.0,StGB,Einbruchdiebstahl,11,10,1,1610,6.8
2009,63,Lufingen,,,311.0,StGB,Einschleichdiebstahl,3,3,0,1610,1.9
2009,63,Lufingen,,,311.0,StGB,Einbrüche insgesamt,14,13,1,1610,8.7
2009,35,Marthalen,,,311.0,StGB,Einbruchdiebstahl,8,4,4,1883,4.2
2009,35,Marthalen,,,311.0,StGB,Einschleichdiebstahl,4,4,0,1883,2.1
2009,35,Marthalen,,,311.0,StGB,Einbrüche insgesamt,12,8,4,1883,6.4
2009,8,Maschwanden,,,311.0,StGB,Einbruchdiebstahl,1,1,0,568,1.8
2009,8,Maschwanden,,,311.0,StGB,Einschleichdiebstahl,0,0,0,568,0
2009,8,Maschwanden,,,311.0,StGB,Einbrüche insgesamt,1,1,0,568,1.8
2009,195,Maur,,,311.0,StGB,Einbruchdiebstahl,43,26,17,9275,4.6
2009,195,Maur,,,311.0,StGB,Einschleichdiebstahl,11,10,1,9275,1.2
2009,195,Maur,,,311.0,StGB,Einbrüche insgesamt,54,36,18,9275,5.8
2009,156,Meilen,,,311.0,StGB,Einbruchdiebstahl,56,39,17,12194,4.6
2009,156,Meilen,,,311.0,StGB,Einschleichdiebstahl,20,20,0,12194,1.6
2009,156,Meilen,,,311.0,StGB,Einbrüche insgesamt,76,59,17,12194,6.2
2009,9,Mettmenstetten,,,311.0,StGB,Einbruchdiebstahl,8,6,2,4109,1.9
2009,9,Mettmenstetten,,,311.0,StGB,Einschleichdiebstahl,1,1,0,4109,0.2
2009,9,Mettmenstetten,,,311.0,StGB,Einbrüche insgesamt,9,7,2,4109,2.2
2009,155,Männedorf,,,311.0,StGB,Einbruchdiebstahl,80,56,24,10015,8
2009,155,Männedorf,,,311.0,StGB,Einschleichdiebstahl,8,8,0,10015,0.8
2009,155,Männedorf,,,311.0,StGB,Einbrüche insgesamt,88,64,24,10015,8.8
2009,196,Mönchaltorf,,,311.0,StGB,Einbruchdiebstahl,23,16,7,3375,6.8
2009,196,Mönchaltorf,,,311.0,StGB,Einschleichdiebstahl,7,7,0,3375,2.1
2009,196,Mönchaltorf,,,311.0,StGB,Einbrüche insgesamt,30,23,7,3375,8.9
2009,88,Neerach,,,311.0,StGB,Einbruchdiebstahl,13,9,4,2908,4.5
2009,88,Neerach,,,311.0,StGB,Einschleichdiebstahl,1,1,0,2908,0.3
2009,88,Neerach,,,311.0,StGB,Einbrüche insgesamt,14,10,4,2908,4.8
2009,223,Neftenbach,,,311.0,StGB,Einbruchdiebstahl,19,17,2,4882,3.9
2009,223,Neftenbach,,,311.0,StGB,Einschleichdiebstahl,3,2,1,4882,0.6
2009,223,Neftenbach,,,311.0,StGB,Einbrüche insgesamt,22,19,3,4882,4.5
2009,89,Niederglatt,,,311.0,StGB,Einbruchdiebstahl,26,18,8,4467,5.8
2009,89,Niederglatt,,,311.0,StGB,Einschleichdiebstahl,6,6,0,4467,1.3
2009,89,Niederglatt,,,311.0,StGB,Einbrüche insgesamt,32,24,8,4467,7.2
2009,90,Niederhasli,,,311.0,StGB,Einbruchdiebstahl,94,63,31,8294,11.3
2009,90,Niederhasli,,,311.0,StGB,Einschleichdiebstahl,26,26,0,8294,3.1
2009,90,Niederhasli,,,311.0,StGB,Einbrüche insgesamt,120,89,31,8294,14.5
2009,91,Niederweningen,,,311.0,StGB,Einbruchdiebstahl,15,10,5,2652,5.7
2009,91,Niederweningen,,,311.0,StGB,Einschleichdiebstahl,2,1,1,2652,0.8
2009,91,Niederweningen,,,311.0,StGB,Einbrüche insgesamt,17,11,6,2652,6.4
2009,64,Nürensdorf,,,311.0,StGB,Einbruchdiebstahl,29,17,12,4953,5.9
2009,64,Nürensdorf,,,311.0,StGB,Einschleichdiebstahl,2,2,0,4953,0.4
2009,64,Nürensdorf,,,311.0,StGB,Einbrüche insgesamt,31,19,12,4953,6.3
2009,65,Oberembrach,,,311.0,StGB,Einbruchdiebstahl,7,4,3,987,7.1
2009,65,Oberembrach,,,311.0,StGB,Einschleichdiebstahl,3,3,0,987,3
2009,65,Oberembrach,,,311.0,StGB,Einbrüche insgesamt,10,7,3,987,10.1
2009,245,Oberengstringen,,,311.0,StGB,Einbruchdiebstahl,56,34,22,6198,9
2009,245,Oberengstringen,,,311.0,StGB,Einschleichdiebstahl,8,7,1,6198,1.3
2009,245,Oberengstringen,,,311.0,StGB,Einbrüche insgesamt,64,41,23,6198,10.3
2009,92,Oberglatt,,,311.0,StGB,Einbruchdiebstahl,39,24,15,5518,7.1
2009,92,Oberglatt,,,311.0,StGB,Einschleichdiebstahl,14,13,1,5518,2.5
2009,92,Oberglatt,,,311.0,StGB,Einbrüche insgesamt,53,37,16,5518,9.6
2009,137,Oberrieden,,,311.0,StGB,Einbruchdiebstahl,25,14,11,4932,5.1
2009,137,Oberrieden,,,311.0,StGB,Einschleichdiebstahl,7,7,0,4932,1.4
2009,137,Oberrieden,,,311.0,StGB,Einbrüche insgesamt,32,21,11,4932,6.5
2009,93,Oberweningen,,,311.0,StGB,Einbruchdiebstahl,5,4,1,1611,3.1
2009,93,Oberweningen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1611,0
2009,93,Oberweningen,,,311.0,StGB,Einbrüche insgesamt,5,4,1,1611,3.1
2009,10,Obfelden,,,311.0,StGB,Einbruchdiebstahl,24,10,14,4520,5.3
2009,10,Obfelden,,,311.0,StGB,Einschleichdiebstahl,1,1,0,4520,0.2
2009,10,Obfelden,,,311.0,StGB,Einbrüche insgesamt,25,11,14,4520,5.5
2009,157,Oetwil,,,311.0,StGB,Einbruchdiebstahl,15,7,8,4381,3.4
2009,157,Oetwil,,,311.0,StGB,Einschleichdiebstahl,1,1,0,4381,0.2
2009,157,Oetwil,,,311.0,StGB,Einbrüche insgesamt,16,8,8,4381,3.7
2009,246,Oetwil an der Limmat,,,311.0,StGB,Einbruchdiebstahl,25,18,7,2247,11.1
2009,246,Oetwil an der Limmat,,,311.0,StGB,Einschleichdiebstahl,5,5,0,2247,2.2
2009,246,Oetwil an der Limmat,,,311.0,StGB,Einbrüche insgesamt,30,23,7,2247,13.4
2009,66,Opfikon,,,311.0,StGB,Einbruchdiebstahl,170,117,53,14675,11.6
2009,66,Opfikon,,,311.0,StGB,Einschleichdiebstahl,85,69,16,14675,5.8
2009,66,Opfikon,,,311.0,StGB,Einbrüche insgesamt,255,186,69,14675,17.4
2009,37,Ossingen,,,311.0,StGB,Einbruchdiebstahl,7,6,1,1364,5.1
2009,37,Ossingen,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1364,0.7
2009,37,Ossingen,,,311.0,StGB,Einbrüche insgesamt,8,7,1,1364,5.9
