"Ausgangsjahr","Gemeinde_BFS_Nr","Gemeindename","Stadtkreis_BFS_Nr","Stadtkreis_Name","Gesetz_Nummer","Gesetz_Abk","Tatbestand","Straftaten_total","Straftaten_vollendet","Straftaten_versucht","Einwohner","Häufigkeitszahl"
2010,157,Oetwil,,,311.0,StGB,Einbrüche insgesamt,16,11,5,4422,3.6
2010,246,Oetwil an der Limmat,,,311.0,StGB,Einbruchdiebstahl,7,6,1,2283,3.1
2010,246,Oetwil an der Limmat,,,311.0,StGB,Einschleichdiebstahl,6,6,0,2283,2.6
2010,246,Oetwil an der Limmat,,,311.0,StGB,Einbrüche insgesamt,13,12,1,2283,5.7
2010,66,Opfikon,,,311.0,StGB,Einbruchdiebstahl,194,123,71,15256,12.7
2010,66,Opfikon,,,311.0,StGB,Einschleichdiebstahl,44,44,0,15256,2.9
2010,66,Opfikon,,,311.0,StGB,Einbrüche insgesamt,238,167,71,15256,15.6
2010,37,Ossingen,,,311.0,StGB,Einbruchdiebstahl,3,1,2,1360,2.2
2010,37,Ossingen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1360,0
2010,37,Ossingen,,,311.0,StGB,Einbrüche insgesamt,3,1,2,1360,2.2
2010,94,Otelfingen,,,311.0,StGB,Einbruchdiebstahl,16,14,2,2335,6.9
2010,94,Otelfingen,,,311.0,StGB,Einschleichdiebstahl,5,5,0,2335,2.1
2010,94,Otelfingen,,,311.0,StGB,Einbrüche insgesamt,21,19,2,2335,9
2010,11,Ottenbach,,,311.0,StGB,Einbruchdiebstahl,8,4,4,2385,3.4
2010,11,Ottenbach,,,311.0,StGB,Einschleichdiebstahl,1,1,0,2385,0.4
2010,11,Ottenbach,,,311.0,StGB,Einbrüche insgesamt,9,5,4,2385,3.8
2010,224,Pfungen,,,311.0,StGB,Einbruchdiebstahl,13,8,5,2748,4.7
2010,224,Pfungen,,,311.0,StGB,Einschleichdiebstahl,3,3,0,2748,1.1
2010,224,Pfungen,,,311.0,StGB,Einbrüche insgesamt,16,11,5,2748,5.8
2010,177,Pfäffikon,,,311.0,StGB,Einbruchdiebstahl,48,34,14,10388,4.6
2010,177,Pfäffikon,,,311.0,StGB,Einschleichdiebstahl,26,25,1,10388,2.5
2010,177,Pfäffikon,,,311.0,StGB,Einbrüche insgesamt,74,59,15,10388,7.1
2010,67,Rafz,,,311.0,StGB,Einbruchdiebstahl,13,10,3,3977,3.3
2010,67,Rafz,,,311.0,StGB,Einschleichdiebstahl,3,3,0,3977,0.8
2010,67,Rafz,,,311.0,StGB,Einbrüche insgesamt,16,13,3,3977,4
2010,95,Regensberg,,,311.0,StGB,Einbruchdiebstahl,0,0,0,479,0
2010,95,Regensberg,,,311.0,StGB,Einschleichdiebstahl,0,0,0,479,0
2010,95,Regensberg,,,311.0,StGB,Einbrüche insgesamt,0,0,0,479,0
2010,96,Regensdorf,,,311.0,StGB,Einbruchdiebstahl,170,97,73,16384,10.4
2010,96,Regensdorf,,,311.0,StGB,Einschleichdiebstahl,44,41,3,16384,2.7
2010,96,Regensdorf,,,311.0,StGB,Einbrüche insgesamt,214,138,76,16384,13.1
2010,38,Rheinau,,,311.0,StGB,Einbruchdiebstahl,2,1,1,1336,1.5
2010,38,Rheinau,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1336,0.7
2010,38,Rheinau,,,311.0,StGB,Einbrüche insgesamt,3,2,1,1336,2.2
2010,138,Richterswil,,,311.0,StGB,Einbruchdiebstahl,42,30,12,12080,3.5
2010,138,Richterswil,,,311.0,StGB,Einschleichdiebstahl,13,12,1,12080,1.1
2010,138,Richterswil,,,311.0,StGB,Einbrüche insgesamt,55,42,13,12080,4.6
2010,225,Rickenbach,,,311.0,StGB,Einbruchdiebstahl,11,7,4,2490,4.4
2010,225,Rickenbach,,,311.0,StGB,Einschleichdiebstahl,1,1,0,2490,0.4
2010,225,Rickenbach,,,311.0,StGB,Einbrüche insgesamt,12,8,4,2490,4.8
2010,12,Rifferswil,,,311.0,StGB,Einbruchdiebstahl,2,2,0,876,2.3
2010,12,Rifferswil,,,311.0,StGB,Einschleichdiebstahl,0,0,0,876,0
2010,12,Rifferswil,,,311.0,StGB,Einbrüche insgesamt,2,2,0,876,2.3
2010,68,Rorbas,,,311.0,StGB,Einbruchdiebstahl,15,11,4,2255,6.7
2010,68,Rorbas,,,311.0,StGB,Einschleichdiebstahl,2,2,0,2255,0.9
2010,68,Rorbas,,,311.0,StGB,Einbrüche insgesamt,17,13,4,2255,7.5
2010,178,Russikon,,,311.0,StGB,Einbruchdiebstahl,15,12,3,4021,3.7
2010,178,Russikon,,,311.0,StGB,Einschleichdiebstahl,4,4,0,4021,1
2010,178,Russikon,,,311.0,StGB,Einbrüche insgesamt,19,16,3,4021,4.7
2010,97,Rümlang,,,311.0,StGB,Einbruchdiebstahl,87,62,25,6617,13.1
2010,97,Rümlang,,,311.0,StGB,Einschleichdiebstahl,21,21,0,6617,3.2
2010,97,Rümlang,,,311.0,StGB,Einbrüche insgesamt,108,83,25,6617,16.3
2010,139,Rüschlikon,,,311.0,StGB,Einbruchdiebstahl,53,36,17,5210,10.2
2010,139,Rüschlikon,,,311.0,StGB,Einschleichdiebstahl,16,14,2,5210,3.1
2010,139,Rüschlikon,,,311.0,StGB,Einbrüche insgesamt,69,50,19,5210,13.2
2010,118,Rüti,,,311.0,StGB,Einbruchdiebstahl,72,30,42,11833,6.1
2010,118,Rüti,,,311.0,StGB,Einschleichdiebstahl,14,11,3,11833,1.2
2010,118,Rüti,,,311.0,StGB,Einbrüche insgesamt,86,41,45,11833,7.3
2010,226,Schlatt,,,311.0,StGB,Einbruchdiebstahl,0,0,0,735,0
2010,226,Schlatt,,,311.0,StGB,Einschleichdiebstahl,0,0,0,735,0
2010,226,Schlatt,,,311.0,StGB,Einbrüche insgesamt,0,0,0,735,0
2010,98,Schleinikon,,,311.0,StGB,Einbruchdiebstahl,1,1,0,706,1.4
2010,98,Schleinikon,,,311.0,StGB,Einschleichdiebstahl,0,0,0,706,0
2010,98,Schleinikon,,,311.0,StGB,Einbrüche insgesamt,1,1,0,706,1.4
2010,247,Schlieren,,,311.0,StGB,Einbruchdiebstahl,163,101,62,15293,10.7
2010,247,Schlieren,,,311.0,StGB,Einschleichdiebstahl,58,58,0,15293,3.8
2010,247,Schlieren,,,311.0,StGB,Einbrüche insgesamt,221,159,62,15293,14.5
2010,197,Schwerzenbach,,,311.0,StGB,Einbruchdiebstahl,36,17,19,4493,8
2010,197,Schwerzenbach,,,311.0,StGB,Einschleichdiebstahl,10,10,0,4493,2.2
2010,197,Schwerzenbach,,,311.0,StGB,Einbrüche insgesamt,46,27,19,4493,10.2
2010,99,Schöfflisdorf,,,311.0,StGB,Einbruchdiebstahl,4,3,1,1314,3
2010,99,Schöfflisdorf,,,311.0,StGB,Einschleichdiebstahl,4,4,0,1314,3
2010,99,Schöfflisdorf,,,311.0,StGB,Einbrüche insgesamt,8,7,1,1314,6.1
2010,119,Seegräben,,,311.0,StGB,Einbruchdiebstahl,13,10,3,1303,10
2010,119,Seegräben,,,311.0,StGB,Einschleichdiebstahl,2,2,0,1303,1.5
2010,119,Seegräben,,,311.0,StGB,Einbrüche insgesamt,15,12,3,1303,11.5
2010,227,Seuzach,,,311.0,StGB,Einbruchdiebstahl,28,19,9,6885,4.1
2010,227,Seuzach,,,311.0,StGB,Einschleichdiebstahl,9,9,0,6885,1.3
2010,227,Seuzach,,,311.0,StGB,Einbrüche insgesamt,37,28,9,6885,5.4
2010,100,Stadel,,,311.0,StGB,Einbruchdiebstahl,3,2,1,1967,1.5
2010,100,Stadel,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1967,0.5
2010,100,Stadel,,,311.0,StGB,Einbrüche insgesamt,4,3,1,1967,2
2010,13,Stallikon,,,311.0,StGB,Einbruchdiebstahl,7,6,1,3024,2.3
2010,13,Stallikon,,,311.0,StGB,Einschleichdiebstahl,2,2,0,3024,0.7
2010,13,Stallikon,,,311.0,StGB,Einbrüche insgesamt,9,8,1,3024,3
2010,292,Stammheim,,,311.0,StGB,Einbruchdiebstahl,11,7,4,2639,4.2
2010,292,Stammheim,,,311.0,StGB,Einschleichdiebstahl,2,2,0,2639,0.8
2010,292,Stammheim,,,311.0,StGB,Einbrüche insgesamt,13,9,4,2639,4.9
2010,101,Steinmaur,,,311.0,StGB,Einbruchdiebstahl,18,15,3,3169,5.7
2010,101,Steinmaur,,,311.0,StGB,Einschleichdiebstahl,9,9,0,3169,2.8
2010,101,Steinmaur,,,311.0,StGB,Einbrüche insgesamt,27,24,3,3169,8.5
2010,158,Stäfa,,,311.0,StGB,Einbruchdiebstahl,72,50,22,13785,5.2
2010,158,Stäfa,,,311.0,StGB,Einschleichdiebstahl,31,30,1,13785,2.2
2010,158,Stäfa,,,311.0,StGB,Einbrüche insgesamt,103,80,23,13785,7.5
2010,39,Thalheim,,,311.0,StGB,Einbruchdiebstahl,1,1,0,806,1.2
2010,39,Thalheim,,,311.0,StGB,Einschleichdiebstahl,1,1,0,806,1.2
2010,39,Thalheim,,,311.0,StGB,Einbrüche insgesamt,2,2,0,806,2.5
2010,141,Thalwil,,,311.0,StGB,Einbruchdiebstahl,65,45,20,16896,3.8
2010,141,Thalwil,,,311.0,StGB,Einschleichdiebstahl,10,10,0,16896,0.6
2010,141,Thalwil,,,311.0,StGB,Einbrüche insgesamt,75,55,20,16896,4.4
2010,41,Truttikon,,,311.0,StGB,Einbruchdiebstahl,3,0,3,474,6.3
2010,41,Truttikon,,,311.0,StGB,Einschleichdiebstahl,1,1,0,474,2.1
2010,41,Truttikon,,,311.0,StGB,Einbrüche insgesamt,4,1,3,474,8.4
2010,40,Trüllikon,,,311.0,StGB,Einbruchdiebstahl,6,2,4,1000,6
2010,40,Trüllikon,,,311.0,StGB,Einschleichdiebstahl,2,2,0,1000,2
2010,40,Trüllikon,,,311.0,StGB,Einbrüche insgesamt,8,4,4,1000,8
2010,228,Turbenthal,,,311.0,StGB,Einbruchdiebstahl,10,8,2,4146,2.4
2010,228,Turbenthal,,,311.0,StGB,Einschleichdiebstahl,6,5,1,4146,1.4
2010,228,Turbenthal,,,311.0,StGB,Einbrüche insgesamt,16,13,3,4146,3.9
2010,159,Uetikon,,,311.0,StGB,Einbruchdiebstahl,40,30,10,5703,7
2010,159,Uetikon,,,311.0,StGB,Einschleichdiebstahl,4,4,0,5703,0.7
2010,159,Uetikon,,,311.0,StGB,Einbrüche insgesamt,44,34,10,5703,7.7
2010,248,Uitikon,,,311.0,StGB,Einbruchdiebstahl,17,8,9,3860,4.4
2010,248,Uitikon,,,311.0,StGB,Einschleichdiebstahl,4,4,0,3860,1
2010,248,Uitikon,,,311.0,StGB,Einbrüche insgesamt,21,12,9,3860,5.4
2010,249,Unterengstringen,,,311.0,StGB,Einbruchdiebstahl,25,15,10,3229,7.7
2010,249,Unterengstringen,,,311.0,StGB,Einschleichdiebstahl,4,4,0,3229,1.2
2010,249,Unterengstringen,,,311.0,StGB,Einbrüche insgesamt,29,19,10,3229,9
2010,250,Urdorf,,,311.0,StGB,Einbruchdiebstahl,112,74,38,9094,12.3
2010,250,Urdorf,,,311.0,StGB,Einschleichdiebstahl,28,26,2,9094,3.1
2010,250,Urdorf,,,311.0,StGB,Einbrüche insgesamt,140,100,40,9094,15.4
2010,198,Uster,,,311.0,StGB,Einbruchdiebstahl,172,108,64,31954,5.4
2010,198,Uster,,,311.0,StGB,Einschleichdiebstahl,86,84,2,31954,2.7
2010,198,Uster,,,311.0,StGB,Einbrüche insgesamt,258,192,66,31954,8.1
2010,43,Volken,,,311.0,StGB,Einbruchdiebstahl,0,0,0,309,0
2010,43,Volken,,,311.0,StGB,Einschleichdiebstahl,0,0,0,309,0
2010,43,Volken,,,311.0,StGB,Einbrüche insgesamt,0,0,0,309,0
2010,199,Volketswil,,,311.0,StGB,Einbruchdiebstahl,195,129,66,16938,11.5
2010,199,Volketswil,,,311.0,StGB,Einschleichdiebstahl,69,67,2,16938,4.1
2010,199,Volketswil,,,311.0,StGB,Einbrüche insgesamt,264,196,68,16938,15.6
2010,120,Wald,,,311.0,StGB,Einbruchdiebstahl,25,14,11,8928,2.8
2010,120,Wald,,,311.0,StGB,Einschleichdiebstahl,9,7,2,8928,1
2010,120,Wald,,,311.0,StGB,Einbrüche insgesamt,34,21,13,8928,3.8
2010,69,Wallisellen,,,311.0,StGB,Einbruchdiebstahl,169,101,68,13283,12.7
2010,69,Wallisellen,,,311.0,StGB,Einschleichdiebstahl,30,29,1,13283,2.3
2010,69,Wallisellen,,,311.0,StGB,Einbrüche insgesamt,199,130,69,13283,15
2010,200,Wangen-Brüttisellen,,,311.0,StGB,Einbruchdiebstahl,48,32,16,7405,6.5
2010,200,Wangen-Brüttisellen,,,311.0,StGB,Einschleichdiebstahl,25,25,0,7405,3.4
2010,200,Wangen-Brüttisellen,,,311.0,StGB,Einbrüche insgesamt,73,57,16,7405,9.9
2010,70,Wasterkingen,,,311.0,StGB,Einbruchdiebstahl,0,0,0,548,0
2010,70,Wasterkingen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,548,0
2010,70,Wasterkingen,,,311.0,StGB,Einbrüche insgesamt,0,0,0,548,0
2010,102,Weiach,,,311.0,StGB,Einbruchdiebstahl,5,4,1,992,5
2010,102,Weiach,,,311.0,StGB,Einschleichdiebstahl,0,0,0,992,0
2010,102,Weiach,,,311.0,StGB,Einbrüche insgesamt,5,4,1,992,5
2010,251,Weiningen,,,311.0,StGB,Einbruchdiebstahl,26,18,8,4182,6.2
2010,251,Weiningen,,,311.0,StGB,Einschleichdiebstahl,13,13,0,4182,3.1
2010,251,Weiningen,,,311.0,StGB,Einbrüche insgesamt,39,31,8,4182,9.3
2010,180,Weisslingen,,,311.0,StGB,Einbruchdiebstahl,5,3,2,3161,1.6
2010,180,Weisslingen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,3161,0
2010,180,Weisslingen,,,311.0,StGB,Einbrüche insgesamt,5,3,2,3161,1.6
2010,14,Wettswil,,,311.0,StGB,Einbruchdiebstahl,25,11,14,4457,5.6
2010,14,Wettswil,,,311.0,StGB,Einschleichdiebstahl,3,3,0,4457,0.7
2010,14,Wettswil,,,311.0,StGB,Einbrüche insgesamt,28,14,14,4457,6.3
2010,121,Wetzikon,,,311.0,StGB,Einbruchdiebstahl,133,84,49,21586,6.2
2010,121,Wetzikon,,,311.0,StGB,Einschleichdiebstahl,30,26,4,21586,1.4
2010,121,Wetzikon,,,311.0,StGB,Einbrüche insgesamt,163,110,53,21586,7.6
2010,298,Wiesendangen,,,311.0,StGB,Einbruchdiebstahl,31,25,6,5699,5.4
2010,298,Wiesendangen,,,311.0,StGB,Einschleichdiebstahl,5,5,0,5699,0.9
2010,298,Wiesendangen,,,311.0,StGB,Einbrüche insgesamt,36,30,6,5699,6.3
2010,71,Wil,,,311.0,StGB,Einbruchdiebstahl,0,0,0,1297,0
2010,71,Wil,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1297,0.8
2010,71,Wil,,,311.0,StGB,Einbrüche insgesamt,1,1,0,1297,0.8
2010,181,Wila,,,311.0,StGB,Einbruchdiebstahl,14,11,3,1912,7.3
2010,181,Wila,,,311.0,StGB,Einschleichdiebstahl,1,1,0,1912,0.5
2010,181,Wila,,,311.0,StGB,Einbrüche insgesamt,15,12,3,1912,7.8
2010,182,Wildberg,,,311.0,StGB,Einbruchdiebstahl,1,0,1,937,1.1
2010,182,Wildberg,,,311.0,StGB,Einschleichdiebstahl,0,0,0,937,0
2010,182,Wildberg,,,311.0,StGB,Einbrüche insgesamt,1,0,1,937,1.1
2010,72,Winkel,,,311.0,StGB,Einbruchdiebstahl,38,25,13,3891,9.8
2010,72,Winkel,,,311.0,StGB,Einschleichdiebstahl,24,24,0,3891,6.2
2010,72,Winkel,,,311.0,StGB,Einbrüche insgesamt,62,49,13,3891,15.9
2010,230,Winterthur,,,311.0,StGB,Einbruchdiebstahl,648,450,198,99377,6.5
2010,230,Winterthur,,,311.0,StGB,Einschleichdiebstahl,213,208,5,99377,2.1
2010,230,Winterthur,,,311.0,StGB,Einbrüche insgesamt,861,658,203,99377,8.7
2010,293,Wädenswil,,,311.0,StGB,Einbruchdiebstahl,134,88,46,22953,5.8
2010,293,Wädenswil,,,311.0,StGB,Einschleichdiebstahl,26,25,1,22953,1.1
2010,293,Wädenswil,,,311.0,StGB,Einbrüche insgesamt,160,113,47,22953,7
2010,231,Zell,,,311.0,StGB,Einbruchdiebstahl,34,25,9,5259,6.5
2010,231,Zell,,,311.0,StGB,Einschleichdiebstahl,11,9,2,5259,2.1
2010,231,Zell,,,311.0,StGB,Einbrüche insgesamt,45,34,11,5259,8.6
2010,161,Zollikon,,,311.0,StGB,Einbruchdiebstahl,66,36,30,12049,5.5
2010,161,Zollikon,,,311.0,StGB,Einschleichdiebstahl,6,6,0,12049,0.5
2010,161,Zollikon,,,311.0,StGB,Einbrüche insgesamt,72,42,30,12049,6
2010,160,Zumikon,,,311.0,StGB,Einbruchdiebstahl,35,23,12,5072,6.9
2010,160,Zumikon,,,311.0,StGB,Einschleichdiebstahl,4,3,1,5072,0.8
2010,160,Zumikon,,,311.0,StGB,Einbrüche insgesamt,39,26,13,5072,7.7
2010,261,Zürich,2610001,Kreis 1,311.0,StGB,Einbruchdiebstahl,223,139,84,5607,39.8
2010,261,Zürich,2610001,Kreis 1,311.0,StGB,Einschleichdiebstahl,69,67,2,5607,12.3
2010,261,Zürich,2610001,Kreis 1,311.0,StGB,Einbrüche insgesamt,292,206,86,5607,52.1
2010,261,Zürich,2610002,Kreis 2,311.0,StGB,Einbruchdiebstahl,301,204,97,29421,10.2
2010,261,Zürich,2610002,Kreis 2,311.0,StGB,Einschleichdiebstahl,43,43,0,29421,1.5
2010,261,Zürich,2610002,Kreis 2,311.0,StGB,Einbrüche insgesamt,344,247,97,29421,11.7
2010,261,Zürich,2610003,Kreis 3,311.0,StGB,Einbruchdiebstahl,535,314,221,46108,11.6
2010,261,Zürich,2610003,Kreis 3,311.0,StGB,Einschleichdiebstahl,73,69,4,46108,1.6
2010,261,Zürich,2610003,Kreis 3,311.0,StGB,Einbrüche insgesamt,608,383,225,46108,13.2
2010,261,Zürich,2610004,Kreis 4,311.0,StGB,Einbruchdiebstahl,422,274,148,27056,15.6
2010,261,Zürich,2610004,Kreis 4,311.0,StGB,Einschleichdiebstahl,83,80,3,27056,3.1
2010,261,Zürich,2610004,Kreis 4,311.0,StGB,Einbrüche insgesamt,505,354,151,27056,18.7
2010,261,Zürich,2610005,Kreis 5,311.0,StGB,Einbruchdiebstahl,174,119,55,12714,13.7
2010,261,Zürich,2610005,Kreis 5,311.0,StGB,Einschleichdiebstahl,36,31,5,12714,2.8
2010,261,Zürich,2610005,Kreis 5,311.0,StGB,Einbrüche insgesamt,210,150,60,12714,16.5
2010,261,Zürich,2610006,Kreis 6,311.0,StGB,Einbruchdiebstahl,351,232,119,30203,11.6
2010,261,Zürich,2610006,Kreis 6,311.0,StGB,Einschleichdiebstahl,47,45,2,30203,1.6
2010,261,Zürich,2610006,Kreis 6,311.0,StGB,Einbrüche insgesamt,398,277,121,30203,13.2
2010,261,Zürich,2610007,Kreis 7,311.0,StGB,Einbruchdiebstahl,345,225,120,34843,9.9
2010,261,Zürich,2610007,Kreis 7,311.0,StGB,Einschleichdiebstahl,51,49,2,34843,1.5
2010,261,Zürich,2610007,Kreis 7,311.0,StGB,Einbrüche insgesamt,396,274,122,34843,11.4
2010,261,Zürich,2610008,Kreis 8,311.0,StGB,Einbruchdiebstahl,210,133,77,15431,13.6
2010,261,Zürich,2610008,Kreis 8,311.0,StGB,Einschleichdiebstahl,24,22,2,15431,1.6
2010,261,Zürich,2610008,Kreis 8,311.0,StGB,Einbrüche insgesamt,234,155,79,15431,15.2
2010,261,Zürich,2610009,Kreis 9,311.0,StGB,Einbruchdiebstahl,549,337,212,46875,11.7
2010,261,Zürich,2610009,Kreis 9,311.0,StGB,Einschleichdiebstahl,61,56,5,46875,1.3
2010,261,Zürich,2610009,Kreis 9,311.0,StGB,Einbrüche insgesamt,610,393,217,46875,13
2010,261,Zürich,2610010,Kreis 10,311.0,StGB,Einbruchdiebstahl,385,268,117,36474,10.6
2010,261,Zürich,2610010,Kreis 10,311.0,StGB,Einschleichdiebstahl,33,33,0,36474,0.9
2010,261,Zürich,2610010,Kreis 10,311.0,StGB,Einbrüche insgesamt,418,301,117,36474,11.5
2010,261,Zürich,2610011,Kreis 11,311.0,StGB,Einbruchdiebstahl,763,452,311,63092,12.1
2010,261,Zürich,2610011,Kreis 11,311.0,StGB,Einschleichdiebstahl,141,132,9,63092,2.2
2010,261,Zürich,2610011,Kreis 11,311.0,StGB,Einbrüche insgesamt,904,584,320,63092,14.3
2010,261,Zürich,2610012,Kreis 12,311.0,StGB,Einbruchdiebstahl,269,172,97,28991,9.3
2010,261,Zürich,2610012,Kreis 12,311.0,StGB,Einschleichdiebstahl,30,28,2,28991,1
2010,261,Zürich,2610012,Kreis 12,311.0,StGB,Einbrüche insgesamt,299,200,99,28991,10.3
2010,261,Zürich,,unbekannt,311.0,StGB,Einbruchdiebstahl,37,31,6,,
2010,261,Zürich,,unbekannt,311.0,StGB,Einschleichdiebstahl,5,5,0,,
2010,261,Zürich,,unbekannt,311.0,StGB,Einbrüche insgesamt,42,36,6,,
2010,7601,unbekannt ZH,,,311.0,StGB,Einbruchdiebstahl,3,3,0,,
2010,7601,unbekannt ZH,,,311.0,StGB,Einschleichdiebstahl,0,0,0,,
2010,7601,unbekannt ZH,,,311.0,StGB,Einbrüche insgesamt,3,3,0,,
2011,131,Adliswil,,,311.0,StGB,Einbruchdiebstahl,148,91,57,16502,9
2011,131,Adliswil,,,311.0,StGB,Einschleichdiebstahl,40,39,1,16502,2.4
2011,131,Adliswil,,,311.0,StGB,Einbrüche insgesamt,188,130,58,16502,11.4
2011,241,Aesch,,,311.0,StGB,Einbruchdiebstahl,1,1,0,1034,1
2011,241,Aesch,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1034,0
2011,241,Aesch,,,311.0,StGB,Einbrüche insgesamt,1,1,0,1034,1
2011,1,Aeugst,,,311.0,StGB,Einbruchdiebstahl,6,4,2,1824,3.3
2011,1,Aeugst,,,311.0,StGB,Einschleichdiebstahl,2,2,0,1824,1.1
2011,1,Aeugst,,,311.0,StGB,Einbrüche insgesamt,8,6,2,1824,4.4
2011,2,Affoltern,,,311.0,StGB,Einbruchdiebstahl,103,67,36,11091,9.3
2011,2,Affoltern,,,311.0,StGB,Einschleichdiebstahl,26,24,2,11091,2.3
2011,2,Affoltern,,,311.0,StGB,Einbrüche insgesamt,129,91,38,11091,11.6
2011,211,Altikon,,,311.0,StGB,Einbruchdiebstahl,1,1,0,604,1.7
2011,211,Altikon,,,311.0,StGB,Einschleichdiebstahl,1,1,0,604,1.7
2011,211,Altikon,,,311.0,StGB,Einbrüche insgesamt,2,2,0,604,3.3
2011,291,Andelfingen,,,311.0,StGB,Einbruchdiebstahl,24,16,8,2894,8.3
2011,291,Andelfingen,,,311.0,StGB,Einschleichdiebstahl,5,4,1,2894,1.7
2011,291,Andelfingen,,,311.0,StGB,Einbrüche insgesamt,29,20,9,2894,10
2011,51,Bachenbülach,,,311.0,StGB,Einbruchdiebstahl,20,10,10,3885,5.1
2011,51,Bachenbülach,,,311.0,StGB,Einschleichdiebstahl,5,5,0,3885,1.3
2011,51,Bachenbülach,,,311.0,StGB,Einbrüche insgesamt,25,15,10,3885,6.4
2011,81,Bachs,,,311.0,StGB,Einbruchdiebstahl,0,0,0,574,0
2011,81,Bachs,,,311.0,StGB,Einschleichdiebstahl,0,0,0,574,0
2011,81,Bachs,,,311.0,StGB,Einbrüche insgesamt,0,0,0,574,0
2011,52,Bassersdorf,,,311.0,StGB,Einbruchdiebstahl,79,54,25,11077,7.1
2011,52,Bassersdorf,,,311.0,StGB,Einschleichdiebstahl,9,9,0,11077,0.8
2011,52,Bassersdorf,,,311.0,StGB,Einbrüche insgesamt,88,63,25,11077,7.9
2011,297,Bauma,,,311.0,StGB,Einbruchdiebstahl,21,9,12,4530,4.6
2011,297,Bauma,,,311.0,StGB,Einschleichdiebstahl,4,4,0,4530,0.9
2011,297,Bauma,,,311.0,StGB,Einbrüche insgesamt,25,13,12,4530,5.5
2011,22,Benken,,,311.0,StGB,Einbruchdiebstahl,6,5,1,798,7.5
2011,22,Benken,,,311.0,StGB,Einschleichdiebstahl,0,0,0,798,0
2011,22,Benken,,,311.0,StGB,Einbrüche insgesamt,6,5,1,798,7.5
2011,23,Berg,,,311.0,StGB,Einbruchdiebstahl,0,0,0,599,0
2011,23,Berg,,,311.0,StGB,Einschleichdiebstahl,0,0,0,599,0
2011,23,Berg,,,311.0,StGB,Einbrüche insgesamt,0,0,0,599,0
2011,242,Birmensdorf,,,311.0,StGB,Einbruchdiebstahl,42,29,13,5882,7.1
2011,242,Birmensdorf,,,311.0,StGB,Einschleichdiebstahl,16,16,0,5882,2.7
2011,242,Birmensdorf,,,311.0,StGB,Einbrüche insgesamt,58,45,13,5882,9.9
2011,3,Bonstetten,,,311.0,StGB,Einbruchdiebstahl,16,11,5,5159,3.1
2011,3,Bonstetten,,,311.0,StGB,Einschleichdiebstahl,8,8,0,5159,1.6
2011,3,Bonstetten,,,311.0,StGB,Einbrüche insgesamt,24,19,5,5159,4.7
2011,82,Boppelsen,,,311.0,StGB,Einbruchdiebstahl,2,1,1,1288,1.6
2011,82,Boppelsen,,,311.0,StGB,Einschleichdiebstahl,4,4,0,1288,3.1
2011,82,Boppelsen,,,311.0,StGB,Einbrüche insgesamt,6,5,1,1288,4.7
2011,213,Brütten,,,311.0,StGB,Einbruchdiebstahl,20,14,6,1926,10.4
2011,213,Brütten,,,311.0,StGB,Einschleichdiebstahl,5,5,0,1926,2.6
2011,213,Brütten,,,311.0,StGB,Einbrüche insgesamt,25,19,6,1926,13
2011,112,Bubikon,,,311.0,StGB,Einbruchdiebstahl,23,13,10,6586,3.5
2011,112,Bubikon,,,311.0,StGB,Einschleichdiebstahl,13,10,3,6586,2
2011,112,Bubikon,,,311.0,StGB,Einbrüche insgesamt,36,23,13,6586,5.5
2011,24,Buch,,,311.0,StGB,Einbruchdiebstahl,0,0,0,874,0
2011,24,Buch,,,311.0,StGB,Einschleichdiebstahl,0,0,0,874,0
2011,24,Buch,,,311.0,StGB,Einbrüche insgesamt,0,0,0,874,0
2011,83,Buchs,,,311.0,StGB,Einbruchdiebstahl,39,33,6,5529,7.1
2011,83,Buchs,,,311.0,StGB,Einschleichdiebstahl,6,6,0,5529,1.1
2011,83,Buchs,,,311.0,StGB,Einbrüche insgesamt,45,39,6,5529,8.1
2011,111,Bäretswil,,,311.0,StGB,Einbruchdiebstahl,14,9,5,4807,2.9
2011,111,Bäretswil,,,311.0,StGB,Einschleichdiebstahl,4,4,0,4807,0.8
2011,111,Bäretswil,,,311.0,StGB,Einbrüche insgesamt,18,13,5,4807,3.7
2011,53,Bülach,,,311.0,StGB,Einbruchdiebstahl,84,57,27,17511,4.8
2011,53,Bülach,,,311.0,StGB,Einschleichdiebstahl,50,50,0,17511,2.9
2011,53,Bülach,,,311.0,StGB,Einbrüche insgesamt,134,107,27,17511,7.7
2011,25,Dachsen,,,311.0,StGB,Einbruchdiebstahl,10,8,2,1939,5.2
2011,25,Dachsen,,,311.0,StGB,Einschleichdiebstahl,0,0,0,1939,0
2011,25,Dachsen,,,311.0,StGB,Einbrüche insgesamt,10,8,2,1939,5.2
2011,86,Dielsdorf,,,311.0,StGB,Einbruchdiebstahl,34,21,13,5643,6
2011,86,Dielsdorf,,,311.0,StGB,Einschleichdiebstahl,31,29,2,5643,5.5
